Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,county,State,countyname,CBSASub,Areaname,county_town_name,pop2010,state_alpha
847,659,714,1117,1416,39,45,Fairfield County,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",Fairfield County,23956,SC
877,621,678,1193,1489,27,54,Hampshire County,METRO49020M49020,"Winchester, VA-WV MSA",Hampshire County,23964,WV
637,444,484,844,985,109,26,Menominee County,NCNTY26109N26109,"Menominee County, MI",Menominee County,24029,MI
702,567,582,874,938,139,51,Page County,NCNTY51139N51139,"Page County, VA",Page County,24042,VA
614,432,499,823,943,9,54,Brooke County,METRO44600M44600,"Steubenville-Weirton, OH-WV MSA",Brooke County,24069,WV
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Walpole town,24070,MA
1223,812,980,1523,1690,9,9,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",North Haven town,24093,CT
635,433,504,905,908,81,46,Lawrence County,NCNTY46081N46081,"Lawrence County, SD",Lawrence County,24097,SD
617,498,520,768,825,27,51,Buchanan County,NCNTY51027N51027,"Buchanan County, VA",Buchanan County,24098,VA
1445,1053,1068,1983,1991,15,33,Rockingham County,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",Londonderry town,24129,NH
710,521,525,945,1258,191,20,Sumner County,METRO48620N20191,"Sumner County, KS HUD Metro FMR Area",Sumner County,24132,KS
690,481,510,971,1044,137,26,Otsego County,NCNTY26137N26137,"Otsego County, MI",Otsego County,24164,MI
684,446,506,938,1041,143,18,Scott County,NCNTY18143N18143,"Scott County, IN",Scott County,24181,IN
828,669,698,1149,1153,89,38,Stark County,NCNTY38089N38089,"Stark County, ND",Stark County,24199,ND
647,523,530,806,1146,85,22,Sabine Parish,NCNTY22085N22085,"Sabine Parish, LA",Sabine Parish,24233,LA
612,470,473,821,863,97,54,Upshur County,NCNTY54097N54097,"Upshur County, WV",Upshur County,24254,WV
682,468,504,932,936,17,19,Bremer County,METRO47940N19017,"Bremer County, IA HUD Metro FMR Area",Bremer County,24276,IA
670,463,500,858,895,41,18,Fayette County,NCNTY18041N18041,"Fayette County, IN",Fayette County,24277,IN
440,347,367,589,767,111,72,Peñuelas Municipio,METRO49500M49500,"Yauco, PR MSA",Peñuelas Municipio,24282,PR
1589,1272,1340,2127,2671,630,51,Fredericksburg city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,24286,VA
632,426,467,787,845,47,31,Dawson County,NCNTY31047N31047,"Dawson County, NE",Dawson County,24326,NE
638,445,490,841,1010,143,26,Roscommon County,NCNTY26143N26143,"Roscommon County, MI",Roscommon County,24449,MI
1262,851,967,1696,1969,11,33,Hillsborough County,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",Hudson town,24467,NH
566,454,477,775,1002,133,1,Winston County,NCNTY01133N01133,"Winston County, AL",Winston County,24484,AL
680,499,503,867,909,137,55,Waushara County,NCNTY55137N55137,"Waushara County, WI",Waushara County,24496,WI
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Burlington town,24498,MA
642,519,541,800,858,117,37,Martin County,NCNTY37117N37117,"Martin County, NC",Martin County,24505,NC
631,386,466,786,843,217,21,Taylor County,NCNTY21217N21217,"Taylor County, KY",Taylor County,24512,KY
565,425,461,704,755,133,21,Letcher County,NCNTY21133N21133,"Letcher County, KY",Letcher County,24519,KY
561,412,415,790,793,27,5,Columbia County,NCNTY05027N05027,"Columbia County, AR",Columbia County,24552,AR
763,540,564,963,1020,149,48,Fayette County,NCNTY48149N48149,"Fayette County, TX",Fayette County,24554,TX
561,352,429,822,968,111,5,Poinsett County,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,24583,AR
588,434,437,732,876,5,54,Boone County,METRO16620N54005,"Boone County, WV HUD Metro FMR Area",Boone County,24629,WV
649,421,537,922,925,67,42,Juniata County,NCNTY42067N42067,"Juniata County, PA",Juniata County,24636,PA
1694,1099,1252,2112,2672,1,9,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",Ridgefield town,24638,CT
664,433,560,903,906,181,18,White County,NCNTY18181N18181,"White County, IN",White County,24643,IN
736,443,544,917,984,81,21,Grant County,METRO17140MM3020,"Grant County, KY HUD Metro FMR Area",Grant County,24662,KY
669,540,564,833,1185,91,37,Hertford County,NCNTY37091N37091,"Hertford County, NC",Hertford County,24669,NC
1199,959,965,1767,2124,5,44,Newport County,METRO39300N44005,"Newport-Middleton-Portsmouth, RI HUD Metro FMR Area",Newport city,24672,RI
653,473,483,962,1132,81,47,Hickman County,METRO34980N47081,"Hickman County, TN HUD Metro FMR Area",Hickman County,24690,TN
616,494,499,767,918,55,29,Crawford County,NCNTY29055N29055,"Crawford County, MO",Crawford County,24696,MO
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Belmont town,24729,MA
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Dedham town,24729,MA
698,487,516,882,933,101,26,Manistee County,NCNTY26101N26101,"Manistee County, MI",Manistee County,24733,MI
565,415,418,734,767,137,21,Lincoln County,NCNTY21137N21137,"Lincoln County, KY",Lincoln County,24742,KY
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Reading town,24747,MA
660,468,528,832,882,131,29,Miller County,NCNTY29131N29131,"Miller County, MO",Miller County,24748,MO
679,481,536,1001,1203,331,48,Milam County,NCNTY48331N48331,"Milam County, TX",Milam County,24757,TX
802,515,593,1072,1171,53,45,Jasper County,NCNTY45053N45053,"Jasper County, SC",Jasper County,24777,SC
767,531,615,1005,1139,775,51,Salem city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Salem city,24802,VA
650,502,544,877,1055,17,72,Barceloneta Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Barceloneta Municipio,24816,PR
903,639,667,1125,1599,171,48,Gillespie County,NCNTY48171N48171,"Gillespie County, TX",Gillespie County,24837,TX
858,512,665,1069,1520,1,32,Churchill County,NCNTY32001N32001,"Churchill County, NV",Churchill County,24877,NV
740,492,547,1069,1137,153,27,Todd County,NCNTY27153N27153,"Todd County, MN",Todd County,24895,MN
667,490,493,884,939,133,12,Washington County,NCNTY12133N12133,"Washington County, FL",Washington County,24896,FL
649,476,480,934,1073,165,17,Saline County,NCNTY17165N17165,"Saline County, IL",Saline County,24913,IL
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Wakefield town,24932,MA
769,503,588,1095,1226,239,21,Woodford County,METRO30460M30460,"Lexington-Fayette, KY MSA",Woodford County,24939,KY
640,434,508,887,890,149,19,Plymouth County,NCNTY19149N19149,"Plymouth County, IA",Plymouth County,24986,IA
1065,724,862,1409,1480,5,23,Cumberland County,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",South Portland city,25002,ME
663,487,490,827,981,131,13,Grady County,NCNTY13131N13131,"Grady County, GA",Grady County,25011,GA
637,478,536,918,921,29,35,Luna County,NCNTY35029N35029,"Luna County, NM",Luna County,25095,NM
1582,1134,1267,1970,2142,23,25,Plymouth County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Marshfield town,25132,MA
596,481,503,832,881,221,29,Washington County,METRO41180N29221,"Washington County, MO HUD Metro FMR Area",Washington County,25195,MO
636,467,470,896,1126,147,13,Hart County,NCNTY13147N13147,"Hart County, GA",Hart County,25213,GA
774,555,612,1133,1258,65,41,Wasco County,NCNTY41065N41065,"Wasco County, OR",Wasco County,25213,OR
838,499,667,1123,1248,25,31,Cass County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Cass County,25241,NE
788,500,630,1091,1391,57,41,Tillamook County,NCNTY41057N41057,"Tillamook County, OR",Tillamook County,25250,OR
448,354,373,632,758,121,72,Sabana Grande Municipio,METRO41900M41900,"San Germán-Cabo Rojo, PR MSA",Sabana Grande Municipio,25265,PR
988,588,737,1230,1377,15,9,Windham County,NCNTY09015N09015,"Windham County, CT",Windham town,25268,CT
614,418,483,856,877,117,28,Prentiss County,NCNTY28117N28117,"Prentiss County, MS",Prentiss County,25276,MS
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Farmington town,25340,CT
711,541,546,970,1259,123,36,Yates County,NCNTY36123N36123,"Yates County, NY",Yates County,25348,NY
672,400,502,837,1190,175,29,Randolph County,NCNTY29175N29175,"Randolph County, MO",Randolph County,25414,MO
635,472,476,862,1125,1,45,Abbeville County,NCNTY45001N45001,"Abbeville County, SC",Abbeville County,25417,SC
717,454,579,1011,1014,93,46,Meade County,METRO39660N46093,"Meade County, SD HUD Metro FMR Area",Meade County,25434,SD
642,455,475,800,931,419,48,Shelby County,NCNTY48419N48419,"Shelby County, TX",Shelby County,25448,TX
600,397,476,882,915,133,40,Seminole County,NCNTY40133N40133,"Seminole County, OK",Seminole County,25482,OK
1262,851,967,1696,1969,11,33,Hillsborough County,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",Merrimack town,25494,NH
636,514,536,881,894,267,13,Tattnall County,NCNTY13267N13267,"Tattnall County, GA",Tattnall County,25520,GA
685,452,506,935,1059,7,29,Audrain County,NCNTY29007N29007,"Audrain County, MO",Audrain County,25529,MO
725,586,611,1068,1284,83,8,Montezuma County,NCNTY08083N08083,"Montezuma County, CO",Montezuma County,25535,CO
602,445,448,750,923,71,5,Johnson County,NCNTY05071N05071,"Johnson County, AR",Johnson County,25540,AR
617,498,508,768,991,105,51,Lee County,NCNTY51105N51105,"Lee County, VA",Lee County,25587,VA
596,372,498,777,1056,1,29,Adair County,NCNTY29001N29001,"Adair County, MO",Adair County,25607,MO
1062,677,896,1351,1533,65,51,Fluvanna County,METRO16820M16820,"Charlottesville, VA MSA",Fluvanna County,25691,VA
637,444,537,939,1128,51,26,Gladwin County,NCNTY26051N26051,"Gladwin County, MI",Gladwin County,25692,MI
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",South Windsor town,25709,CT
743,442,549,939,993,31,18,Decatur County,NCNTY18031N18031,"Decatur County, IN",Decatur County,25740,IN
577,434,442,812,883,85,21,Grayson County,NCNTY21085N21085,"Grayson County, KY",Grayson County,25746,KY
686,408,507,938,1184,61,41,Union County,NCNTY41061N41061,"Union County, OR",Union County,25748,OR
448,354,373,632,758,79,72,Lajas Municipio,METRO41900M41900,"San Germán-Cabo Rojo, PR MSA",Lajas Municipio,25753,PR
671,527,562,949,952,3,22,Allen Parish,NCNTY22003N22003,"Allen Parish, LA",Allen Parish,25764,LA
566,436,438,790,842,25,1,Clarke County,NCNTY01025N01025,"Clarke County, AL",Clarke County,25833,AL
617,419,456,801,825,185,47,White County,NCNTY47185N47185,"White County, TN",White County,25841,TN
642,482,486,946,949,83,27,Lyon County,NCNTY27083N27083,"Lyon County, MN",Lyon County,25857,MN
637,515,537,939,1128,69,26,Iosco County,NCNTY26069N26069,"Iosco County, MI",Iosco County,25887,MI
637,424,537,793,851,15,27,Brown County,NCNTY27015N27015,"Brown County, MN",Brown County,25893,MN
466,350,389,577,632,9,72,Aibonito Municipio,METRO41980N72923,"Barranquitas-Aibonito-Quebradillas, PR HUD Metro FMR Area",Aibonito Municipio,25900,PR
787,568,609,1003,1095,129,18,Posey County,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",Posey County,25910,IN
466,350,389,577,632,115,72,Quebradillas Municipio,METRO41980N72923,"Barranquitas-Aibonito-Quebradillas, PR HUD Metro FMR Area",Quebradillas Municipio,25919,PR
727,587,601,905,1149,29,26,Charlevoix County,NCNTY26029N26029,"Charlevoix County, MI",Charlevoix County,25949,MI
620,481,484,814,951,23,5,Cleburne County,NCNTY05023N05023,"Cleburne County, AR",Cleburne County,25970,AR
579,465,483,853,864,19,1,Cherokee County,NCNTY01019N01019,"Cherokee County, AL",Cherokee County,25989,AL
819,488,605,1020,1303,59,20,Franklin County,METRO28140N20059,"Franklin County, KS HUD Metro FMR Area",Franklin County,25992,KS
596,355,441,878,997,215,29,Texas County,NCNTY29215N29215,"Texas County, MO",Texas County,26008,MO
670,492,495,900,1187,55,13,Chattooga County,NCNTY13055N13055,"Chattooga County, GA",Chattooga County,26015,GA
622,423,460,778,1102,71,47,Hardin County,NCNTY47071N47071,"Hardin County, TN",Hardin County,26026,TN
487,385,406,706,851,149,72,Villalba Municipio,METRO38660M38660,"Ponce, PR MSA",Villalba Municipio,26073,PR
584,371,432,727,786,109,47,McNairy County,NCNTY47109N47109,"McNairy County, TN",McNairy County,26075,TN
579,422,469,752,923,11,19,Benton County,METRO16300N19011,"Benton County, IA HUD Metro FMR Area",Benton County,26076,IA
753,448,580,938,1006,95,27,Mille Lacs County,NCNTY27095N27095,"Mille Lacs County, MN",Mille Lacs County,26097,MN
561,432,435,722,750,103,5,Ouachita County,NCNTY05103N05103,"Ouachita County, AR",Ouachita County,26120,AR
697,436,515,983,1234,51,16,Jefferson County,METRO26820M26820,"Idaho Falls, ID MSA",Jefferson County,26140,ID
688,409,580,857,919,27,28,Coahoma County,NCNTY28027N28027,"Coahoma County, MS",Coahoma County,26151,MS
637,444,526,939,942,31,26,Cheboygan County,NCNTY26031N26031,"Cheboygan County, MI",Cheboygan County,26152,MI
637,444,476,793,1128,43,26,Dickinson County,NCNTY26043N26043,"Dickinson County, MI",Dickinson County,26168,MI
626,408,482,872,1025,135,18,Randolph County,NCNTY18135N18135,"Randolph County, IN",Randolph County,26171,IN
720,529,532,993,1275,257,13,Stephens County,NCNTY13257N13257,"Stephens County, GA",Stephens County,26175,GA
877,621,678,1193,1489,840,51,Winchester city,METRO49020M49020,"Winchester, VA-WV MSA",Winchester city,26203,VA
578,452,488,769,883,67,54,Nicholas County,NCNTY54067N54067,"Nicholas County, WV",Nicholas County,26233,WV
680,405,503,892,1056,15,19,Boone County,NCNTY19015N19015,"Boone County, IA",Boone County,26306,IA
926,623,750,1264,1563,407,48,San Jacinto County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",San Jacinto County,26384,TX
1692,1124,1362,2107,2622,1,9,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",Westport town,26391,CT
743,568,627,1020,1078,463,48,Uvalde County,NCNTY48463N48463,"Uvalde County, TX",Uvalde County,26405,TX
686,481,579,1011,1215,207,13,Monroe County,METRO31420N13207,"Monroe County, GA HUD Metro FMR Area",Monroe County,26424,GA
640,458,488,929,1134,65,40,Jackson County,NCNTY40065N40065,"Jackson County, OK",Jackson County,26446,OK
718,427,606,903,992,39,24,Somerset County,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",Somerset County,26470,MD
984,715,806,1226,1467,9,44,Washington County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",North Kingstown town,26486,RI
1582,1134,1267,1970,2142,9,25,Essex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Danvers town,26493,MA
601,452,507,873,1064,173,21,Montgomery County,NCNTY21173N21173,"Montgomery County, KY",Montgomery County,26499,KY
1170,749,939,1457,1693,13,9,Tolland County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Mansfield town,26543,CT
1219,927,933,1555,1647,23,25,Plymouth County,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",Bridgewater town,26563,MA
677,512,515,858,1102,127,26,Oceana County,NCNTY26127N26127,"Oceana County, MI",Oceana County,26570,MI
670,474,536,893,972,185,48,Grimes County,NCNTY48185N48185,"Grimes County, TX",Grimes County,26604,TX
1582,1134,1267,1970,2142,9,25,Essex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Saugus town,26628,MA
807,579,649,1005,1100,31,22,De Soto Parish,METRO43340M43340,"Shreveport-Bossier City, LA MSA",De Soto Parish,26656,LA
705,484,535,991,1249,57,55,Juneau County,NCNTY55057N55057,"Juneau County, WI",Juneau County,26664,WI
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Wethersfield town,26668,CT
650,502,544,877,1055,103,72,Naguabo Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Naguabo Municipio,26720,PR
594,431,461,792,979,61,1,Geneva County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Geneva County,26790,AL
631,467,475,786,843,141,21,Logan County,NCNTY21141N21141,"Logan County, KY",Logan County,26835,KY
573,341,481,714,940,59,54,Mingo County,NCNTY54059N54059,"Mingo County, WV",Mingo County,26839,WV
774,460,572,964,1131,21,18,Clay County,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",Clay County,26890,IN
648,496,547,949,1148,7,37,Anson County,METRO16740N37007,"Anson County, NC HUD Metro FMR Area",Anson County,26948,NC
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Stoughton town,26962,MA
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Melrose city,26983,MA
780,580,654,1061,1314,37,45,Edgefield County,METRO12260M12260,"Augusta-Richmond County, GA-SC MSA",Edgefield County,26985,SC
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Milton town,27003,MA
703,516,520,1006,1245,39,16,Elmore County,NCNTY16039N16039,"Elmore County, ID",Elmore County,27038,ID
719,547,592,1059,1111,49,36,Lewis County,NCNTY36049N36049,"Lewis County, NY",Lewis County,27087,NY
664,452,523,827,901,91,28,Marion County,NCNTY28091N28091,"Marion County, MS",Marion County,27088,MS
758,511,639,1012,1101,3,12,Baker County,METRO27260N12003,"Baker County, FL HUD Metro FMR Area",Baker County,27115,FL
637,434,537,939,1128,145,28,Union County,NCNTY28145N28145,"Union County, MS",Union County,27134,MS
756,555,559,1039,1145,311,13,White County,NCNTY13311N13311,"White County, GA",White County,27144,GA
645,521,544,950,1142,293,13,Upson County,NCNTY13293N13293,"Upson County, GA",Upson County,27153,GA
646,491,494,892,1144,6,35,Cibola County,NCNTY35006N35006,"Cibola County, NM",Cibola County,27213,NM
636,487,490,826,887,279,13,Toombs County,NCNTY13279N13279,"Toombs County, GA",Toombs County,27223,GA
661,420,509,852,883,29,46,Codington County,NCNTY46029N46029,"Codington County, SD",Codington County,27227,SD
563,383,475,708,924,69,47,Hardeman County,NCNTY47069N47069,"Hardeman County, TN",Hardeman County,27253,TN
637,444,486,793,851,9,37,Ashe County,NCNTY37009N37009,"Ashe County, NC",Ashe County,27281,NC
597,451,454,867,870,53,54,Mason County,NCNTY54053N54053,"Mason County, WV",Mason County,27324,WV
637,468,471,842,1082,39,37,Cherokee County,NCNTY37039N37039,"Cherokee County, NC",Cherokee County,27444,NC
682,511,515,889,911,15,5,Carroll County,NCNTY05015N05015,"Carroll County, AR",Carroll County,27446,AR
623,457,460,776,833,5,1,Barbour County,NCNTY01005N01005,"Barbour County, AL",Barbour County,27457,AL
622,502,514,917,920,39,40,Custer County,NCNTY40039N40039,"Custer County, OK",Custer County,27469,OK
756,533,604,1071,1264,59,38,Morton County,METRO13900M13900,"Bismarck, ND MSA",Morton County,27471,ND
614,365,518,770,821,127,28,Simpson County,METRO27140N28127,"Simpson County, MS HUD Metro FMR Area",Simpson County,27503,MS
1694,1099,1252,2112,2672,1,9,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",Newtown town,27560,CT
639,403,472,796,890,49,40,Garvin County,NCNTY40049N40049,"Garvin County, OK",Garvin County,27576,OK
1103,747,840,1412,1628,11,9,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",New London town,27620,CT
703,502,551,905,1025,179,18,Wells County,METRO23060M23060,"Fort Wayne, IN MSA",Wells County,27636,IN
622,502,524,821,1070,9,20,Barton County,NCNTY20009N20009,"Barton County, KS",Barton County,27674,KS
698,415,516,951,954,225,13,Peach County,NCNTY13225N13225,"Peach County, GA",Peach County,27695,GA
